Off-Air [ba000000000000000003]
 	 New Year's Eve 	 0.01395 	 ba000000000016492291
Before and After [ba000000000000000336]
 	 The Road Killers 	 0.06591 	 ba000000000000019992
 	 Good Boy! 	 0.05398 	 ba000000000003992096
 	 The Doctor 	 0.05230 	 ba000000000000014914
 	 Out of the Ashes 	 0.03023 	 ba000000000003801372
 	 Dare Not Walk Alone 	 0.02195 	 ba000000000018720083
 	 Hurt 	 0.02112 	 ba000000000020073162
 	 Final Justice 	 0.01781 	 ba000000000001240744
 	 Constellation 	 0.01767 	 ba000000000006953344
 	 Cops Reloaded 	 0.01752 	 ba000000000022459328
 	 The Ruby Ring 	 0.01463 	 ba000000000001242523
 	 The Seventh Sign 	 0.01414 	 ba000000000000249223
 	 Scenes from a Mall 	 0.01397 	 ba000000000000502308
 	 Will & Grace 	 0.01299 	 ba000000000000954242
 	 Billy Elliot 	 0.01280 	 ba000000000003047168
 	 End of Summer 	 0.01217 	 ba000000000000167152
 	 Carlito's Way 	 0.01213 	 ba000000000000296723
 	 Dead Man on Campus 	 0.01165 	 ba000000000000493467
 	 Sweat Equity 	 0.01115 	 ba000000000019288975
 	 The Door in the Floor 	 0.01085 	 ba000000000004227873
 	 Brokedown Palace 	 0.01082 	 ba000000000002332698
Ace Ventura: When Nature Calls [ba000000000000002065]
 	 The Toy Warrior 	 0.16644 	 ba000000000005046458
 	 Certain Proof: A Question of Worth 	 0.11137 	 ba000000000021537805
 	 Around the World in 80 Days 	 0.06607 	 ba000000000004208094
 	 My Favorite Martian 	 0.03914 	 ba000000000002113226
 	 Stepmom 	 0.03820 	 ba000000000001241359
 	 Frankenweenie 	 0.02375 	 ba000000000018693981
 	 That's My Boy 	 0.02267 	 ba000000000019167818
 	 Magic Kid 	 0.02161 	 ba000000000001228156
 	 Rudyard Kipling's The Second Jungle Book 	 0.02143 	 ba000000000001239972
 	 Raising Helen 	 0.01885 	 ba000000000004196336
 	 Deuce Bigalow: European Gigolo 	 0.01807 	 ba000000000005079657
 	 Toto Trouble 	 0.01779 	 ba000000000022145054
 	 Matt's Monsters 	 0.01753 	 ba000000000020332734
 	 The Call 	 0.01667 	 ba000000000021217567
 	 Snatch 	 0.01614 	 ba000000000003140822
 	 The Transporter 	 0.01583 	 ba000000000003807457
 	 Unbreakable 	 0.01557 	 ba000000000003118105
 	 Life of Pi 	 0.01548 	 ba000000000018729122
 	 Sadie J 	 0.01465 	 ba000000000021699654
 	 Think Like a Man 	 0.01399 	 ba000000000019388303
Daffy Duck's Quackbusters [ba000000000000002549]
 	 A Little Curious 	 0.24480 	 ba000000000003234916
 	 Fierce Creatures 	 0.23820 	 ba000000000000021842
 	 Sliding Doors 	 0.13252 	 ba000000000000302475
 	 Happily Ever After: Fairy Tales for Every Child 	 0.08095 	 ba000000000002074000
 	 Weird Science 	 0.04988 	 ba000000000001224239
 	 Crashbox 	 0.02610 	 ba000000000000951414
 	 Engineering an Empire 	 0.01958 	 ba000000000005928584
 	 Bowling for Columbine 	 0.01436 	 ba000000000003901170
 	 The Three Stooges 	 0.01413 	 ba000000000009017441
 	 Vanishing Point 	 0.01332 	 ba000000000001235419
 	 The Lost Weekend 	 0.01304 	 ba000000000000200050
 	 Kindergarten 	 0.01261 	 ba000000000004256814
 	 City of Ghosts 	 0.01207 	 ba000000000003977036
 	 Asylum Blackout 	 0.01046 	 ba000000000020540227
 	 Carol Channing: Larger Than Life 	 0.00937 	 ba000000000019201791
 	 The King Stays King - Sold Out at Madison Square Garden 	 0.00911 	 ba000000000022013895
 	 Lethal Weapon 3 	 0.00867 	 ba000000000000248205
 	 Dreamer: Inspired by a True Story 	 0.00837 	 ba000000000005391107
 	 Ted 	 0.00835 	 ba000000000019980794
 	 Uptown Girls 	 0.00831 	 ba000000000003940868
Saved by the Bell [ba000000000000002816]
 	 Saved by the Bell 	 0.31503 	 ba000000000000002825
 	 Pranked 	 0.20764 	 ba000000000021212519
 	 Family Matters 	 0.03064 	 ba000000000000126301
 	 Rob Dyrdek's Fantasy Factory 	 0.01928 	 ba000000000019415521
 	 Cajun Justice 	 0.01663 	 ba000000000020719800
 	 Yo Momma 	 0.01452 	 ba000000000006029083
 	 Guy Court 	 0.01181 	 ba000000000023085470
 	 Krypto: The Superdog 	 0.01119 	 ba000000000004544069
 	 Real Husbands of Hollywood 	 0.00994 	 ba000000000021761974
 	 Marriage Under Construction 	 0.00819 	 ba000000000023157689
 	 Vehicle 19 	 0.00807 	 ba000000000021611090
 	 How to Rock 	 0.00683 	 ba000000000020408315
 	 MTV2 Music Mix 	 0.00677 	 ba000000000022206268
 	 Boy Meets World 	 0.00662 	 ba000000000000295993
 	 2012 	 0.00625 	 ba000000000008904945
 	 Girl Code 	 0.00625 	 ba000000000022982759
 	 Reba 	 0.00609 	 ba000000000003611431
 	 MTV2 Jams 	 0.00600 	 ba000000000022206265
 	 SportsCenter 	 0.00575 	 ba000000000000988429
 	 iCarly 	 0.00567 	 ba000000000020092500
Saved by the Bell [ba000000000000002825]
 	 Saved by the Bell 	 0.31503 	 ba000000000000002816
 	 Pranked 	 0.14424 	 ba000000000021212519
 	 Family Matters 	 0.03840 	 ba000000000000126301
 	 Yo Momma 	 0.01699 	 ba000000000006821398
 	 Rob Dyrdek's Fantasy Factory 	 0.01645 	 ba000000000019415521
 	 Cajun Justice 	 0.01582 	 ba000000000020719800
 	 Classic College Football 	 0.01531 	 ba000000000020684204
 	 Hairspray 	 0.01440 	 ba000000000000065974
 	 Boy Meets World 	 0.01316 	 ba000000000000295993
 	 X-Play 	 0.01292 	 ba000000000003651978
 	 Girl Code 	 0.01232 	 ba000000000022982759
 	 In the Heat of the Night 	 0.01171 	 ba000000000001022205
 	 The Fresh Prince of Bel-Air 	 0.01171 	 ba000000000000007772
 	 Snooki & JWoww 	 0.01138 	 ba000000000020806477
 	 #BTNLive 	 0.01047 	 ba000000000019748116
 	 Big Momma's House 2 	 0.01030 	 ba000000000005319112
 	 MTV2 Music Mix 	 0.01004 	 ba000000000022206268
 	 Reba 	 0.00999 	 ba000000000003611431
 	 MTV2 Jams 	 0.00929 	 ba000000000022206265
 	 iCarly 	 0.00920 	 ba000000000019758507
Saved by the Bell [ba000000000000002828]
 	 Saved by the Bell 	 0.28313 	 ba000000000000002836
 	 Family Matters 	 0.13676 	 ba000000000000126301
 	 Pranked 	 0.04096 	 ba000000000021212519
 	 Awkward 	 0.01850 	 ba000000000020911019
 	 Boy Meets World 	 0.01631 	 ba000000000000294263
 	 Rob Dyrdek's Fantasy Factory 	 0.01580 	 ba000000000019415521
 	 Yo Momma 	 0.01407 	 ba000000000006821398
 	 Frasier 	 0.01386 	 ba000000000004030744
 	 Degrassi 	 0.01305 	 ba000000000017000388
 	 Martin 	 0.01212 	 ba000000000001074021
 	 MTV2 Music Mix 	 0.01210 	 ba000000000022206268
 	 Rookies 	 0.01138 	 ba000000000008903059
 	 Snooki & JWoww 	 0.01074 	 ba000000000020773028
 	 The Andy Griffith Show 	 0.01040 	 ba000000000000589761
 	 Alex's Day Off 	 0.01031 	 ba000000000018716118
 	 MTV2 Jams 	 0.01009 	 ba000000000022206265
 	 A Baby Story 	 0.00970 	 ba000000000006634251
 	 Cajun Justice 	 0.00942 	 ba000000000020719800
 	 Bones 	 0.00915 	 ba000000000018968350
 	 True Life 	 0.00797 	 ba000000000022404058
Saved by the Bell [ba000000000000002830]
 	 Saved by the Bell 	 0.31027 	 ba000000000000007169
 	 Pranked 	 0.07317 	 ba000000000021212519
 	 Family Matters 	 0.06727 	 ba000000000000126301
 	 Yo Momma 	 0.01744 	 ba000000000006821398
 	 Guy Court 	 0.01261 	 ba000000000023085470
 	 The Nutty Professor 	 0.01230 	 ba000000000000000247
 	 Rob Dyrdek's Fantasy Factory 	 0.01107 	 ba000000000019288100
 	 The Jamie Foxx Show 	 0.01086 	 ba000000000000904031
 	 Gilmore Girls 	 0.00991 	 ba000000000004335745
 	 Top Chef: Las Vegas 	 0.00984 	 ba000000000012743735
 	 Power Rangers Megaforce 	 0.00974 	 ba000000000022954905
 	 Drake & Josh 	 0.00957 	 ba000000000004122821
 	 Q Check 	 0.00956 	 ba000000000008226480
 	 MTV2 Jams 	 0.00868 	 ba000000000022206265
 	 8 Simple Rules 	 0.00867 	 ba000000000003705036
 	 MTV2 Music Mix 	 0.00860 	 ba000000000022206268
 	 Shaun of the Dead 	 0.00696 	 ba000000000004306169
 	 Chrissy & Mr. Jones 	 0.00687 	 ba000000000023037681
 	 How to Rock 	 0.00673 	 ba000000000020375290
 	 How I Met Your Mother 	 0.00652 	 ba000000000019721591
Saved by the Bell [ba000000000000002833]
 	 Saved by the Bell 	 0.27541 	 ba000000000000017844
 	 Proactiv. America's #1 acne treatment system 	 0.05235 	 ba000000000020194241
 	 The Soup 	 0.03832 	 ba000000000004200831
 	 Dinner for Schmucks 	 0.02943 	 ba000000000017392525
 	 That '70s Show 	 0.01627 	 ba000000000001317930
 	 The Balancing Act 	 0.01522 	 ba000000000023112340
 	 Keeping Up With the Kardashians 	 0.01406 	 ba000000000023044883
 	 Family Matters 	 0.01401 	 ba000000000000052905
 	 Kickin' It 	 0.01352 	 ba000000000022892560
 	 WEN by Chaz Dean Revolutionary Hair Care System 	 0.01342 	 ba000000000020194224
 	 The Island 	 0.01180 	 ba000000000005088361
 	 United Tastes of America 	 0.01131 	 ba000000000019029998
 	 Married...With Children 	 0.01108 	 ba000000000000964573
 	 Winx Club 	 0.01059 	 ba000000000020007952
 	 New Sheer Cover Studio Mineral Makeup 	 0.01028 	 ba000000000020194242
 	 Futbol brasileno 	 0.01021 	 ba000000000023209600
 	 Thicker Than Water: The Tankards 	 0.00992 	 ba000000000023010793
 	 Modern Marvels 	 0.00877 	 ba000000000003244653
 	 Father Knows Best 	 0.00814 	 ba000000000000611395
 	 Clean Floors in Half the Time 	 0.00801 	 ba000000000021928822
Saved by the Bell [ba000000000000002836]
 	 Saved by the Bell 	 0.28313 	 ba000000000000002828
 	 Family Matters 	 0.13826 	 ba000000000000126301
 	 Pranked 	 0.02250 	 ba000000000021212519
 	 MTV2 Music Mix 	 0.01590 	 ba000000000022206268
 	 Alex's Day Off 	 0.01548 	 ba000000000018716118
 	 A Baby Story 	 0.01400 	 ba000000000006634251
 	 Martin 	 0.01299 	 ba000000000001074021
 	 Team Umizoomi 	 0.01139 	 ba000000000019866091
 	 Anacondas: The Hunt for the Blood Orchid 	 0.01056 	 ba000000000004273097
 	 MTV2 Jams 	 0.01052 	 ba000000000022206265
 	 What Not to Wear 	 0.01025 	 ba000000000018988197
 	 Music Mix 	 0.00943 	 ba000000000000828406
 	 E! News Weekend 	 0.00898 	 ba000000000000005796
 	 Sled Head 24/7 	 0.00818 	 ba000000000000946734
 	 Real Husbands of Hollywood 	 0.00816 	 ba000000000021594718
 	 Boy Meets World 	 0.00798 	 ba000000000000294263
 	 Yo Momma 	 0.00797 	 ba000000000006029083
 	 The New Way to Lose Weight: Could This Really Work? 	 0.00700 	 ba000000000022632428
 	 Bulletproof 	 0.00690 	 ba000000000000000134
 	 Rookies 	 0.00657 	 ba000000000008903059
AG Day [ba000000000000003539]
 	 Yes, Dear 	 0.08839 	 ba000000000003321566
 	 The Daily Buzz 	 0.04807 	 ba000000000003610476
 	 The Big Bang Theory 	 0.03860 	 ba000000000019996085
 	 Joyce Meyer Ministries: Enjoying Everyday Life 	 0.03196 	 ba000000000004067520
 	 Judge Judy 	 0.02993 	 ba000000000013347155
 	 ABC5 News Midday 	 0.02408 	 ba000000000005903303
 	 It's Always Sunny in Philadelphia 	 0.01787 	 ba000000000008349903
 	 Today in Iowa at 5 	 0.01750 	 ba000000000004275227
 	 KCCI 8 News This Morning at 4:30am 	 0.01651 	 ba000000000021851320
 	 Off-Air 	 0.01650 	 ba000000000000000003
 	 CBS Morning News 	 0.01644 	 ba000000000001019582
 	 Today in Iowa at 6 	 0.01562 	 ba000000000004275235
 	 Elizabeth Stanton's Great Big World 	 0.01383 	 ba000000000019706271
 	 Channel 13 Live at 5 	 0.01310 	 ba000000000004275243
 	 ReMexa 	 0.01211 	 ba000000000010542418
 	 Fast N' Loud 	 0.01143 	 ba000000000020672413
 	 Love Triangle 	 0.01030 	 ba000000000019233814
 	 Seinfeld 	 0.01005 	 ba000000000000063360
 	 Cops Reloaded 	 0.00984 	 ba000000000022451199
 	 Grey's Anatomy 	 0.00918 	 ba000000000004537446
Roseanne [ba000000000000003791]
 	 That '70s Show 	 0.44797 	 ba000000000004027619
 	 Roseanne 	 0.36731 	 ba000000000000032788
 	 GET A SHARK ROTATOR 	 0.28758 	 ba000000000021104110
 	 Look Younger Than Ever: It's Science, Not Magic 	 0.13486 	 ba000000000021283359
 	 Cold Plasma Sub-D: A Visibly Firmer Looking Chin 	 0.13173 	 ba000000000021065714
 	 The New Way to Lose Weight: Could This Really Work? 	 0.11542 	 ba000000000022632428
 	 The King of Queens 	 0.06856 	 ba000000000004343922
 	 Marvin Marvin 	 0.04107 	 ba000000000021488724
 	 The Big Bang Theory 	 0.02993 	 ba000000000020035004
 	 The Andy Griffith Show 	 0.02884 	 ba000000000001071913
 	 New Sheer Cover Studio Mineral Makeup 	 0.02404 	 ba000000000020194242
 	 Live Longer! Discover the Secret to a Longer, Healthier Life! 	 0.02025 	 ba000000000023073467
 	 Web Soup 	 0.01665 	 ba000000000011345749
 	 Snooki & JWoww 	 0.01435 	 ba000000000020826884
 	 Dharma & Greg 	 0.01392 	 ba000000000002902683
 	 Million Dollar Contractor 	 0.01385 	 ba000000000023139259
 	 KCCI 8 News This Morning 	 0.01316 	 ba000000000004543249
 	 Classic Pop-up Video 	 0.01220 	 ba000000000007483702
 	 The New Adventures of Old Christine 	 0.01120 	 ba000000000006392656
 	 Terminal Velocity 	 0.00973 	 ba000000000000525277
Meet the Press [ba000000000000004631]
 	 Slave Hunter: Freeing Victims of Human Trafficking 	 0.41246 	 ba000000000023189364
 	 Lockup: Maricopa County---Extended Stay 	 0.25257 	 ba000000000017085380
 	 First Look 	 0.23340 	 ba000000000003895412
 	 Way Too Early 	 0.12284 	 ba000000000012029296
 	 Dateline NBC 	 0.07655 	 ba000000000000786769
 	 Meet the Press 	 0.06085 	 ba000000000023129234
 	 Morning Joe 	 0.06084 	 ba000000000007116272
 	 Snapped 	 0.02925 	 ba000000000006897546
 	 MSNBC Live 	 0.01990 	 ba000000000002886967
 	 The Cosby Show 	 0.01900 	 ba000000000000089787
 	 Yo Momma 	 0.01891 	 ba000000000005463031
 	 Sexiest Bodies of 2013! 	 0.01864 	 ba000000000021224601
 	 Lockup Grand Rapids: Extended Stay 	 0.01850 	 ba000000000023189324
 	 Unsealed: Alien Files 	 0.01848 	 ba000000000022757002
 	 Jansing and Co. 	 0.01618 	 ba000000000018625858
 	 The Ed Show 	 0.01429 	 ba000000000010855697
 	 The Daily Rundown 	 0.01388 	 ba000000000013699725
 	 Early Today 	 0.01383 	 ba000000000001938630
 	 Red Riding: 1980 	 0.01374 	 ba000000000012346176
 	 News Nation 	 0.01189 	 ba000000000018625864
PM Style [ba000000000000004957]
 	 Sandra's Gift Favorites 	 0.17487 	 ba000000000019923164
 	 Beauty Gifts 	 0.12180 	 ba000000000022979887
 	 Great Gifts 	 0.07565 	 ba000000000000049499
 	 Gourmet Holiday 	 0.07139 	 ba000000000000852251
 	 Q Check 	 0.06205 	 ba000000000008226480
 	 Fashionably Early With Jayne & Pat 	 0.06184 	 ba000000000020447350
 	 Electronic Gadget Gifts 	 0.05071 	 ba000000000021309820
